Customer_id,Call_Opened,Call_Closed,Case_Number,Resolution,Call_Type,Call_Type_Sub_Category
416965,6/14/2017,6/19/2017,20475760,Contact,Customer Success,Walkthrough
416966,6/19/2017,6/19/2017,20494547,Contact,Customer Success,Walkthrough
416967,6/19/2017,6/19/2017,20492003,Contact,Customer Success,Walkthrough
416968,7/11/2017,7/11/2017,20592724,Contact,Customer Success,Walkthrough
416969,6/15/2017,6/15/2017,20479286,Contact,Customer Success,Walkthrough
416970,6/21/2017,6/22/2017,20507124,Contact,Customer Success,Walkthrough
416971,6/15/2017,6/20/2017,20476828,Reachback,Customer Success,Walkthrough
416972,6/21/2017,6/21/2017,20504437,Contact,Customer Success,Walkthrough
416973,6/19/2017,6/26/2017,20495549,Contact,Customer Success,Walkthrough
416974,6/16/2017,6/22/2017,20482997,Contact,Customer Success,Walkthrough
416975,6/16/2017,6/20/2017,20486968,Contact,Customer Success,Walkthrough
416976,6/19/2017,6/19/2017,20491973,Contact,Customer Success,Walkthrough
416977,6/22/2017,6/28/2017,20514797,Contact,Customer Success,Walkthrough
416978,6/14/2017,6/21/2017,20470847,Reachback,Customer Success,Walkthrough
416979,6/13/2017,6/16/2017,20466901,Contact,Customer Success,Walkthrough
416980,7/25/2017,7/25/2017,20660078,Contact,Customer Success,Walkthrough
416981,8/9/2017,8/9/2017,20734723,Contact,Customer Success,Walkthrough
416982,6/14/2017,6/20/2017,20471007,Reachback,Customer Success,Walkthrough
416983,6/21/2017,6/26/2017,20504252,Contact,Customer Success,Walkthrough
416984,6/15/2017,6/19/2017,20476781,Contact,Customer Success,Walkthrough
416985,6/28/2017,6/29/2017,20545273,Contact,Customer Success,Walkthrough
416986,6/14/2017,6/15/2017,20469196,Contact,Customer Success,Walkthrough
416987,6/14/2017,6/20/2017,20474876,Contact,Customer Success,Walkthrough
416988,6/16/2017,6/20/2017,20483536,Contact,Customer Success,Walkthrough
416989,6/21/2017,6/26/2017,20503943,Contact,Customer Success,Walkthrough
416990,6/26/2017,6/28/2017,20528446,Contact,Customer Success,Walkthrough
416991,6/14/2017,6/14/2017,20468935,Contact,Customer Success,Walkthrough
416992,6/13/2017,6/19/2017,20467010,Contact,Customer Success,Walkthrough
416993,6/16/2017,6/20/2017,20486987,Contact,Customer Success,Walkthrough
416994,8/30/2017,9/1/2017,20859278,Contact,Customer Success,Walkthrough
416995,6/15/2017,6/21/2017,20480201,Contact,Customer Success,Walkthrough
416996,6/14/2017,7/6/2017,20474014,Contact,Customer Success,Walkthrough
416997,8/8/2017,8/10/2017,20731999,Contact,Customer Success,Walkthrough
416998,6/14/2017,6/19/2017,20474283,Contact,Customer Success,Walkthrough
416999,6/13/2017,6/15/2017,20464723,Contact,Customer Success,Walkthrough
417000,7/18/2017,7/18/2017,20624519,Contact,Customer Success,Walkthrough
417001,6/15/2017,6/20/2017,20476746,Contact,Customer Success,Walkthrough
417002,6/14/2017,6/16/2017,20474803,Contact,Customer Success,Walkthrough
417003,6/14/2017,6/19/2017,20470875,Contact,Customer Success,Walkthrough
417004,6/22/2017,6/30/2017,20510701,Contact,Customer Success,Walkthrough
417005,6/15/2017,7/27/2017,20476799,Contact,Customer Success,Walkthrough
417006,6/13/2017,6/15/2017,20463459,Contact,Customer Success,Walkthrough
417007,6/21/2017,6/22/2017,20503919,Contact,Customer Success,Walkthrough
417008,8/4/2017,8/10/2017,20716282,Contact,Customer Success,Walkthrough
417009,6/21/2017,6/21/2017,20506188,Contact,Customer Success,Walkthrough
417010,6/14/2017,6/15/2017,20471021,Contact,Customer Success,Walkthrough
417011,6/19/2017,6/19/2017,20491953,Contact,Customer Success,Walkthrough
417012,6/22/2017,6/22/2017,20512538,Contact,Customer Success,Walkthrough
417013,8/9/2017,8/14/2017,20734294,Contact,Customer Success,Walkthrough
417014,8/4/2017,8/8/2017,20713764,Contact,Customer Success,Walkthrough
417015,6/14/2017,6/19/2017,20473174,Contact,Customer Success,Walkthrough
417016,6/15/2017,6/19/2017,20480823,Contact,Customer Success,Walkthrough
417017,6/16/2017,6/20/2017,20484121,Contact,Customer Success,Walkthrough
417018,6/14/2017,6/15/2017,20475792,Contact,Customer Success,Walkthrough
417019,6/16/2017,6/22/2017,20484177,Contact,Customer Success,Walkthrough
417020,7/25/2017,7/25/2017,20656937,Contact,Customer Success,Walkthrough
417021,6/14/2017,6/20/2017,20468931,Contact,Customer Success,Walkthrough
417022,6/14/2017,6/20/2017,20468918,Contact,Customer Success,Walkthrough
417023,6/19/2017,6/20/2017,20495233,Contact,Customer Success,Walkthrough
417024,7/12/2017,7/17/2017,20604045,Contact,Customer Success,Walkthrough
417025,6/16/2017,6/19/2017,20483885,Contact,Customer Success,Walkthrough
417026,6/22/2017,7/18/2017,20513734,Contact,Customer Success,Walkthrough
417027,6/14/2017,6/28/2017,20473197,Contact,Customer Success,Walkthrough
417028,6/19/2017,7/5/2017,20496244,Contact,Customer Success,Walkthrough
417029,6/16/2017,6/21/2017,20483448,Reachback,Customer Success,Walkthrough
417030,6/20/2017,6/21/2017,20497795,Contact,Customer Success,Walkthrough
417031,6/20/2017,6/21/2017,20502451,Contact,Customer Success,Walkthrough
417032,8/14/2017,8/17/2017,20778937,Reachback,Customer Success,Walkthrough
417033,6/21/2017,6/22/2017,20504499,Contact,Customer Success,Walkthrough
417034,7/11/2017,7/12/2017,20593200,Contact,Customer Success,Walkthrough
417035,6/15/2017,6/20/2017,20480552,Contact,Customer Success,Walkthrough
417036,6/19/2017,6/23/2017,20496465,Contact,Customer Success,Walkthrough
417037,6/16/2017,6/20/2017,20487047,Contact,Customer Success,Walkthrough
417038,6/21/2017,7/5/2017,20508795,Reachback,Customer Success,Walkthrough
417039,6/19/2017,6/20/2017,20493251,Contact,Customer Success,Walkthrough
417040,6/19/2017,6/21/2017,20491363,Contact,Customer Success,Walkthrough
417041,6/26/2017,6/26/2017,20527165,Contact,Customer Success,Walkthrough
417042,8/2/2017,8/2/2017,20699317,Contact,Customer Success,Walkthrough
417043,7/5/2017,7/13/2017,20569340,Contact,Customer Success,Walkthrough
417044,7/25/2017,8/1/2017,20660248,Contact,Customer Success,Walkthrough
417045,6/19/2017,6/21/2017,20496464,Contact,Customer Success,Walkthrough
417046,6/16/2017,6/23/2017,20483744,Contact,Customer Success,Walkthrough
417047,6/16/2017,6/20/2017,20485168,Contact,Customer Success,Walkthrough
417048,6/16/2017,6/19/2017,20482873,Contact,Customer Success,Walkthrough
417049,6/19/2017,6/21/2017,20494709,Contact,Customer Success,Walkthrough
417050,6/15/2017,6/19/2017,20480975,Contact,Customer Success,Walkthrough
417051,6/15/2017,6/20/2017,20480999,Contact,Customer Success,Walkthrough
417052,7/20/2017,7/20/2017,20638973,Contact,Customer Success,Walkthrough
417053,6/19/2017,7/27/2017,20491840,Contact,Customer Success,Walkthrough
417054,7/5/2017,9/8/2017,20565958,Reachback,Customer Success,Walkthrough
417055,6/15/2017,6/28/2017,20478542,Contact,Customer Success,Walkthrough
417056,6/16/2017,6/20/2017,20487044,Contact,Customer Success,Walkthrough
417057,6/19/2017,6/20/2017,20491999,Contact,Customer Success,Walkthrough
417058,8/3/2017,8/7/2017,20708820,Contact,Customer Success,Walkthrough
417059,8/14/2017,8/17/2017,20777930,Contact,Customer Success,Walkthrough
417060,8/8/2017,8/8/2017,20729963,Contact,Customer Success,Walkthrough
417061,6/16/2017,6/19/2017,20484123,Contact,Customer Success,Walkthrough
417062,7/14/2017,7/17/2017,20613965,Contact,Customer Success,Walkthrough
417063,6/16/2017,6/20/2017,20487021,Contact,Customer Success,Walkthrough
417064,6/16/2017,6/20/2017,20487036,Contact,Customer Success,Walkthrough
417065,6/16/2017,6/20/2017,20487073,Contact,Customer Success,Walkthrough
417066,6/21/2017,6/22/2017,20504103,Contact,Customer Success,Walkthrough
417067,6/26/2017,6/27/2017,20531602,Contact,Customer Success,Walkthrough
417068,6/22/2017,6/26/2017,20511287,Contact,Customer Success,Walkthrough
417069,9/21/2017,9/21/2017,20970273,Contact,Customer Success,Walkthrough
417070,10/9/2017,10/26/2017,21352319,Reachback,Customer Success,Walkthrough
417071,6/16/2017,6/20/2017,20483014,Contact,Customer Success,Walkthrough
417072,6/16/2017,6/23/2017,20483595,Contact,Customer Success,Walkthrough
417073,6/15/2017,6/20/2017,20480980,Contact,Customer Success,Walkthrough
417074,6/22/2017,6/22/2017,20512001,Contact,Customer Success,Walkthrough
417075,6/16/2017,6/20/2017,20486559,Contact,Customer Success,Walkthrough
417076,8/3/2017,8/7/2017,20707974,Contact,Customer Success,Walkthrough
417077,6/21/2017,6/23/2017,20504087,Contact,Customer Success,Walkthrough
417078,7/21/2017,7/31/2017,20647614,Contact,Customer Success,Walkthrough
417079,6/16/2017,6/20/2017,20486934,Contact,Customer Success,Walkthrough
417080,8/28/2017,8/28/2017,20845478,Contact,Customer Success,Walkthrough
417081,6/19/2017,6/21/2017,20492363,Contact,Customer Success,Walkthrough
417082,1/2/2018,1/2/2018,22225929,Contact,Customer Success,Walkthrough
417083,8/14/2017,8/14/2017,20778629,Contact,Customer Success,Walkthrough
417084,6/20/2017,6/26/2017,20502163,Contact,Customer Success,Walkthrough
417085,6/16/2017,6/20/2017,20483021,Contact,Customer Success,Walkthrough
417086,6/16/2017,6/21/2017,20487223,Contact,Customer Success,Walkthrough
417087,6/28/2017,7/10/2017,20544251,Contact,Customer Success,Walkthrough
417088,6/16/2017,6/21/2017,20486990,Contact,Customer Success,Walkthrough
417089,6/19/2017,6/27/2017,20491812,Reachback,Customer Success,Walkthrough
417090,6/15/2017,6/19/2017,20480915,Contact,Customer Success,Walkthrough
417091,6/15/2017,6/23/2017,20480326,Reachback,Customer Success,Walkthrough
417092,6/19/2017,6/20/2017,20496254,Contact,Customer Success,Walkthrough
417093,7/5/2017,7/10/2017,20569496,Contact,Customer Success,Walkthrough
417094,6/16/2017,6/20/2017,20487057,Contact,Customer Success,Walkthrough
417095,6/20/2017,6/26/2017,20502693,Contact,Customer Success,Walkthrough
417096,6/26/2017,6/28/2017,20528403,Contact,Customer Success,Walkthrough
417097,6/29/2017,6/30/2017,20551595,Contact,Customer Success,Walkthrough
417098,6/16/2017,6/27/2017,20487090,Reachback,Customer Success,Walkthrough
417099,6/20/2017,6/29/2017,20498151,Contact,Customer Success,Walkthrough
417100,8/17/2017,8/23/2017,20800619,Contact,Customer Success,Walkthrough
417101,6/30/2017,7/14/2017,20553157,Contact,Customer Success,Walkthrough
417102,6/22/2017,6/27/2017,20518116,Contact,Customer Success,Walkthrough
417103,6/28/2017,7/5/2017,20540561,Contact,Customer Success,Walkthrough
417104,6/23/2017,6/28/2017,20522573,Contact,Customer Success,Walkthrough
417105,6/23/2017,6/23/2017,20519935,Contact,Customer Success,Walkthrough
417106,6/19/2017,6/23/2017,20495994,Contact,Customer Success,Walkthrough
417107,6/21/2017,6/23/2017,20509256,Contact,Customer Success,Walkthrough
417108,6/21/2017,6/26/2017,20507144,Contact,Customer Success,Walkthrough
417109,6/21/2017,6/22/2017,20504521,Contact,Customer Success,Walkthrough
417110,6/19/2017,6/22/2017,20495496,Contact,Customer Success,Walkthrough
417111,9/15/2017,9/19/2017,20943462,Contact,Customer Success,Walkthrough
417112,6/21/2017,6/28/2017,20504460,Contact,Customer Success,Walkthrough
417113,6/23/2017,6/23/2017,20520109,Contact,Customer Success,Walkthrough
417114,7/5/2017,7/10/2017,20567892,Contact,Customer Success,Walkthrough
417115,1/10/2018,1/10/2018,22263750,Contact,Customer Success,Walkthrough
417116,6/19/2017,6/23/2017,20495569,Contact,Customer Success,Walkthrough
417117,6/16/2017,6/20/2017,20486315,Contact,Customer Success,Walkthrough
417118,6/21/2017,6/21/2017,20504484,Contact,Customer Success,Walkthrough
417119,7/14/2017,8/10/2017,20615555,Contact,Customer Success,Walkthrough
417120,6/19/2017,6/27/2017,20495407,Contact,Customer Success,Walkthrough
417121,6/20/2017,6/22/2017,20502169,Contact,Customer Success,Walkthrough
417122,6/20/2017,6/26/2017,20498468,Contact,Customer Success,Walkthrough
417123,7/5/2017,7/11/2017,20564851,Contact,Customer Success,Walkthrough
417124,6/21/2017,6/29/2017,20504536,Contact,Customer Success,Walkthrough
417125,6/20/2017,6/26/2017,20497790,Contact,Customer Success,Walkthrough
417126,6/19/2017,6/21/2017,20496268,Contact,Customer Success,Walkthrough
417127,6/19/2017,6/21/2017,20491866,Contact,Customer Success,Walkthrough
417128,6/19/2017,6/26/2017,20492346,Reachback,Customer Success,Walkthrough
417129,6/19/2017,6/26/2017,20491849,Contact,Customer Success,Walkthrough
417130,6/19/2017,6/28/2017,20496243,Contact,Customer Success,Walkthrough
417131,7/7/2017,7/18/2017,20578964,Contact,Customer Success,Walkthrough
417132,6/23/2017,6/23/2017,20520084,Contact,Customer Success,Walkthrough
417133,7/27/2017,8/1/2017,20670828,Contact,Customer Success,Walkthrough
417134,6/22/2017,6/29/2017,20514764,Contact,Customer Success,Walkthrough
417135,6/28/2017,6/29/2017,20545550,Contact,Customer Success,Walkthrough
417136,6/19/2017,6/21/2017,20493576,Contact,Customer Success,Walkthrough
417137,6/29/2017,6/30/2017,20551579,Contact,Customer Success,Walkthrough
417138,6/20/2017,6/21/2017,20498226,Contact,Customer Success,Walkthrough
417139,6/19/2017,6/23/2017,20496264,Contact,Customer Success,Walkthrough
417140,6/28/2017,6/29/2017,20540947,Contact,Customer Success,Walkthrough
417141,6/20/2017,6/21/2017,20502670,Contact,Customer Success,Walkthrough
417142,6/26/2017,6/28/2017,20527403,Contact,Customer Success,Walkthrough
417143,6/22/2017,6/26/2017,20511511,Contact,Customer Success,Walkthrough
417144,6/21/2017,6/26/2017,20504315,Contact,Customer Success,Walkthrough
417145,6/22/2017,6/28/2017,20511597,Contact,Customer Success,Walkthrough
417146,6/20/2017,6/27/2017,20499862,Contact,Customer Success,Walkthrough
417147,6/22/2017,6/23/2017,20510666,Contact,Customer Success,Walkthrough
417148,9/14/2017,9/20/2017,20938828,Contact,Customer Success,Walkthrough
417149,6/21/2017,6/27/2017,20504076,Reachback,Customer Success,Walkthrough
417150,6/28/2017,6/28/2017,20542082,Contact,Customer Success,Walkthrough
417151,6/29/2017,7/20/2017,20550121,Reachback,Customer Success,Walkthrough
417152,6/21/2017,6/26/2017,20508028,Contact,Customer Success,Walkthrough
417153,6/19/2017,6/23/2017,20494653,Contact,Customer Success,Walkthrough
417154,6/21/2017,6/29/2017,20506426,Contact,Customer Success,Walkthrough
417155,6/19/2017,6/28/2017,20494672,Contact,Customer Success,Walkthrough
417156,6/19/2017,6/22/2017,20496056,Contact,Customer Success,Walkthrough
417157,6/27/2017,6/27/2017,20536384,Contact,Customer Success,Walkthrough
417158,6/28/2017,7/6/2017,20540337,Contact,Customer Success,Walkthrough
417159,6/21/2017,6/27/2017,20506905,Contact,Customer Success,Walkthrough
417160,6/22/2017,6/27/2017,20512024,Contact,Customer Success,Walkthrough
417161,6/23/2017,6/29/2017,20522595,Contact,Customer Success,Walkthrough
417162,7/17/2017,7/17/2017,20618661,Contact,Customer Success,Walkthrough
417163,6/21/2017,6/22/2017,20504071,Contact,Customer Success,Walkthrough
417164,7/18/2017,7/18/2017,20627876,Contact,Customer Success,Walkthrough
417165,6/28/2017,6/30/2017,20540339,Contact,Customer Success,Walkthrough
417166,6/21/2017,6/26/2017,20504297,Contact,Customer Success,Walkthrough
417167,6/21/2017,6/23/2017,20508805,Contact,Customer Success,Walkthrough
417168,6/19/2017,6/27/2017,20495843,Reachback,Customer Success,Walkthrough
417169,6/21/2017,7/17/2017,20506382,Reachback,Customer Success,Walkthrough
417170,6/27/2017,6/28/2017,20539110,Contact,Customer Success,Walkthrough
417171,6/21/2017,6/26/2017,20508958,Contact,Customer Success,Walkthrough
417172,7/14/2017,7/24/2017,20614107,Contact,Customer Success,Walkthrough
417173,6/26/2017,6/26/2017,20530114,Contact,Customer Success,Walkthrough
417174,6/23/2017,7/13/2017,20521003,Reachback,Customer Success,Walkthrough
417175,7/18/2017,7/18/2017,20624498,Contact,Customer Success,Walkthrough
417176,6/26/2017,6/27/2017,20526670,Contact,Customer Success,Walkthrough
417177,8/1/2017,8/3/2017,20696914,Contact,Customer Success,Walkthrough
417178,6/20/2017,6/21/2017,20498140,Contact,Customer Success,Walkthrough
417179,9/13/2017,9/13/2017,20926299,Contact,Customer Success,Walkthrough
417180,6/21/2017,6/26/2017,20504062,Contact,Customer Success,Walkthrough
417181,6/22/2017,6/27/2017,20513308,Contact,Customer Success,Walkthrough
417182,6/21/2017,6/22/2017,20504545,Contact,Customer Success,Walkthrough
417183,6/20/2017,6/22/2017,20499859,Contact,Customer Success,Walkthrough
417184,6/22/2017,6/27/2017,20517072,Contact,Customer Success,Walkthrough
417185,6/26/2017,6/30/2017,20530963,Contact,Customer Success,Walkthrough
417186,7/5/2017,11/14/2017,20569123,Contact,Customer Success,Walkthrough
417187,6/22/2017,8/1/2017,20512420,Reachback,Customer Success,Walkthrough
417188,7/14/2017,7/24/2017,20614653,Contact,Customer Success,Walkthrough
417189,7/17/2017,7/18/2017,20622371,Contact,Customer Success,Walkthrough
417190,6/28/2017,7/5/2017,20543097,Contact,Customer Success,Walkthrough
417191,6/20/2017,6/22/2017,20498378,Contact,Customer Success,Walkthrough
417192,6/22/2017,6/28/2017,20511448,Contact,Customer Success,Walkthrough
417193,6/20/2017,6/22/2017,20498708,Contact,Customer Success,Walkthrough
417194,6/27/2017,6/27/2017,20533264,Contact,Customer Success,Walkthrough
417195,8/9/2017,8/9/2017,20734615,Contact,Customer Success,Walkthrough
417196,7/5/2017,7/5/2017,20567294,Contact,Customer Success,Walkthrough
417197,6/28/2017,6/28/2017,20541895,Contact,Customer Success,Walkthrough
417198,7/5/2017,7/5/2017,20565441,Contact,Customer Success,Walkthrough
417199,6/23/2017,6/29/2017,20522816,Contact,Customer Success,Walkthrough
417200,6/29/2017,7/7/2017,20546950,Contact,Customer Success,Walkthrough
417201,6/29/2017,7/11/2017,20550912,Contact,Customer Success,Walkthrough
417202,6/21/2017,6/22/2017,20509318,Contact,Customer Success,Walkthrough
417203,6/21/2017,6/26/2017,20504263,Contact,Customer Success,Walkthrough
417204,10/12/2017,11/9/2017,21468797,Contact,Customer Success,Walkthrough
417205,6/21/2017,6/22/2017,20509419,Contact,Customer Success,Walkthrough
417206,7/5/2017,7/7/2017,20569386,Contact,Customer Success,Walkthrough
417207,7/5/2017,7/5/2017,20568560,Contact,Customer Success,Walkthrough
417208,6/28/2017,7/17/2017,20545252,Contact,Customer Success,Walkthrough
417209,6/30/2017,6/30/2017,20553349,Contact,Customer Success,Walkthrough
417210,6/22/2017,6/27/2017,20516026,Contact,Customer Success,Walkthrough
417211,6/22/2017,6/23/2017,20518304,Contact,Customer Success,Walkthrough
417212,6/22/2017,6/26/2017,20515238,Contact,Customer Success,Walkthrough
417213,6/26/2017,6/26/2017,20527231,Contact,Customer Success,Walkthrough
417214,6/22/2017,6/28/2017,20518323,Contact,Customer Success,Walkthrough
417215,6/23/2017,6/27/2017,20520397,Contact,Customer Success,Walkthrough
417216,6/30/2017,6/30/2017,20553808,Contact,Customer Success,Walkthrough
417217,6/27/2017,6/27/2017,20532793,Contact,Customer Success,Walkthrough
417218,1/25/2018,2/2/2018,22329344,Contact,Customer Success,Walkthrough
417219,7/25/2017,7/25/2017,20659609,Contact,Customer Success,Walkthrough
417220,8/21/2017,8/21/2017,20813462,Contact,Customer Success,Walkthrough
417221,6/23/2017,6/29/2017,20523937,Contact,Customer Success,Walkthrough
417222,6/22/2017,6/27/2017,20517993,Contact,Customer Success,Walkthrough
417223,6/26/2017,6/28/2017,20527010,Contact,Customer Success,Walkthrough
417224,6/21/2017,6/26/2017,20508019,Contact,Customer Success,Walkthrough
417225,6/29/2017,7/6/2017,20547072,Contact,Customer Success,Walkthrough
417226,7/5/2017,7/10/2017,20567512,Contact,Customer Success,Walkthrough
417227,6/26/2017,6/27/2017,20531579,Contact,Customer Success,Walkthrough
417228,7/18/2017,7/21/2017,20627297,Contact,Customer Success,Walkthrough
417229,6/22/2017,6/30/2017,20517796,Contact,Customer Success,Walkthrough
417230,6/22/2017,6/27/2017,20513068,Contact,Customer Success,Walkthrough
417231,7/31/2017,8/1/2017,20687628,Contact,Customer Success,Walkthrough
417232,7/5/2017,7/6/2017,20566584,Contact,Customer Success,Walkthrough
417233,7/5/2017,7/7/2017,20565520,Contact,Customer Success,Walkthrough
417234,6/26/2017,6/26/2017,20527203,Contact,Customer Success,Walkthrough
417235,6/30/2017,7/6/2017,20552797,Contact,Customer Success,Walkthrough
417236,6/22/2017,6/27/2017,20514540,Contact,Customer Success,Walkthrough
417237,6/23/2017,6/28/2017,20519906,Contact,Customer Success,Walkthrough
417238,6/26/2017,6/27/2017,20531571,Contact,Customer Success,Walkthrough
417239,6/27/2017,6/28/2017,20539147,Contact,Customer Success,Walkthrough
417240,7/5/2017,7/5/2017,20569153,Contact,Customer Success,Walkthrough
417241,6/22/2017,6/27/2017,20514771,Contact,Customer Success,Walkthrough
417242,6/26/2017,6/26/2017,20527209,Contact,Customer Success,Walkthrough
417243,6/27/2017,6/28/2017,20539120,Contact,Customer Success,Walkthrough
417244,7/5/2017,7/20/2017,20565375,Contact,Customer Success,Walkthrough
417245,6/22/2017,6/26/2017,20514565,Contact,Customer Success,Walkthrough
417246,6/23/2017,6/27/2017,20520095,Contact,Customer Success,Walkthrough
417247,6/27/2017,6/28/2017,20539099,Contact,Customer Success,Walkthrough
417248,6/28/2017,6/30/2017,20540356,Contact,Customer Success,Walkthrough
417249,6/27/2017,6/30/2017,20537789,Contact,Customer Success,Walkthrough
417250,7/6/2017,7/21/2017,20577458,Contact,Customer Success,Walkthrough
417251,7/18/2017,7/20/2017,20624319,Contact,Customer Success,Walkthrough
417252,8/25/2017,8/28/2017,20841449,Contact,Customer Success,Walkthrough
417253,6/22/2017,6/26/2017,20515274,Contact,Customer Success,Walkthrough
417254,6/22/2017,6/30/2017,20511750,Contact,Customer Success,Walkthrough
417255,9/14/2017,9/18/2017,20937939,Contact,Customer Success,Walkthrough
417256,8/8/2017,8/8/2017,20726847,Contact,Customer Success,Walkthrough
417257,6/29/2017,7/17/2017,20546722,Contact,Customer Success,Walkthrough
417258,6/27/2017,6/27/2017,20533273,Contact,Customer Success,Walkthrough
417259,7/31/2017,7/31/2017,20686331,Contact,Customer Success,Walkthrough
417260,2/27/2018,2/27/2018,22447402,Contact,Customer Success,Walkthrough
417261,6/21/2017,6/26/2017,20507218,Contact,Customer Success,Walkthrough
417262,6/23/2017,6/30/2017,20522808,Contact,Customer Success,Walkthrough
417263,6/22/2017,6/27/2017,20518105,Contact,Customer Success,Walkthrough
417264,7/5/2017,7/10/2017,20565716,Contact,Customer Success,Walkthrough
417265,6/22/2017,6/27/2017,20518123,Contact,Customer Success,Walkthrough
417266,7/20/2017,7/20/2017,20640752,Contact,Customer Success,Walkthrough
417267,6/22/2017,6/27/2017,20517468,Contact,Customer Success,Walkthrough
417268,6/22/2017,6/28/2017,20517596,Contact,Customer Success,Walkthrough
417269,6/21/2017,6/27/2017,20506614,Contact,Customer Success,Walkthrough
417270,6/22/2017,6/29/2017,20511462,Contact,Customer Success,Walkthrough
417271,6/22/2017,6/29/2017,20515310,Contact,Customer Success,Walkthrough
417272,8/28/2017,8/30/2017,20848774,Contact,Customer Success,Walkthrough
417273,8/22/2017,8/28/2017,20819224,Contact,Customer Success,Walkthrough
417274,6/22/2017,6/27/2017,20518130,Contact,Customer Success,Walkthrough
417275,6/23/2017,6/27/2017,20519880,Contact,Customer Success,Walkthrough
417276,6/28/2017,7/5/2017,20545212,Contact,Customer Success,Walkthrough
417277,7/6/2017,7/11/2017,20577050,Contact,Customer Success,Walkthrough
417278,6/26/2017,6/30/2017,20526685,Contact,Customer Success,Walkthrough
417279,6/22/2017,7/5/2017,20516302,Contact,Customer Success,Walkthrough
417280,6/22/2017,6/27/2017,20510692,Contact,Customer Success,Walkthrough
417281,6/23/2017,6/26/2017,20523873,Contact,Customer Success,Walkthrough
417282,6/27/2017,7/5/2017,20533006,Contact,Customer Success,Walkthrough
417283,6/21/2017,6/29/2017,20509022,Contact,Customer Success,Walkthrough
417284,6/27/2017,6/28/2017,20538066,Contact,Customer Success,Walkthrough
417285,12/11/2017,12/11/2017,22149575,Contact,Customer Success,Walkthrough
417286,6/27/2017,6/27/2017,20536801,Contact,Customer Success,Walkthrough
417287,6/26/2017,6/29/2017,20530953,Contact,Customer Success,Walkthrough
417288,7/10/2017,7/12/2017,20590312,Contact,Customer Success,Walkthrough
417289,7/10/2017,7/13/2017,20587479,Contact,Customer Success,Walkthrough
417290,6/26/2017,6/29/2017,20526993,Contact,Customer Success,Walkthrough
417291,6/27/2017,6/27/2017,20536576,Contact,Customer Success,Walkthrough
417292,6/27/2017,6/29/2017,20538012,Contact,Customer Success,Walkthrough
417293,6/30/2017,6/30/2017,20557178,Contact,Customer Success,Walkthrough
417294,6/28/2017,6/28/2017,20541414,Contact,Customer Success,Walkthrough
417295,6/26/2017,6/29/2017,20527039,Contact,Customer Success,Walkthrough
417296,6/27/2017,6/28/2017,20539689,Contact,Customer Success,Walkthrough
417297,7/20/2017,7/20/2017,20640795,Contact,Customer Success,Walkthrough
417298,6/28/2017,6/28/2017,20543257,Contact,Customer Success,Walkthrough
417299,6/27/2017,6/29/2017,20532667,Contact,Customer Success,Walkthrough
417300,6/29/2017,6/29/2017,20549686,Contact,Customer Success,Walkthrough
417301,6/27/2017,6/30/2017,20533088,Contact,Customer Success,Walkthrough
417302,7/31/2017,8/7/2017,20689808,Contact,Customer Success,Walkthrough
417303,6/28/2017,7/5/2017,20543458,Contact,Customer Success,Walkthrough
417304,7/25/2017,7/25/2017,20657912,Contact,Customer Success,Walkthrough
417305,6/26/2017,7/17/2017,20527046,Contact,Customer Success,Walkthrough
417306,6/29/2017,6/29/2017,20550003,Contact,Customer Success,Walkthrough
417307,8/25/2017,8/29/2017,20838728,Contact,Customer Success,Walkthrough
417308,7/14/2017,7/17/2017,20613889,Contact,Customer Success,Walkthrough
417309,6/26/2017,7/19/2017,20526852,Contact,Customer Success,Walkthrough
417310,6/28/2017,6/28/2017,20544759,Contact,Customer Success,Walkthrough
417311,6/30/2017,6/30/2017,20554655,Contact,Customer Success,Walkthrough
417312,9/6/2017,9/6/2017,20891543,Contact,Customer Success,Walkthrough
417313,6/26/2017,6/28/2017,20530021,Contact,Customer Success,Walkthrough
417314,6/26/2017,6/28/2017,20526960,Contact,Customer Success,Walkthrough
417315,7/17/2017,7/17/2017,20621350,Contact,Customer Success,Walkthrough
417316,7/6/2017,7/13/2017,20577501,Contact,Customer Success,Walkthrough
417317,6/27/2017,6/27/2017,20534067,Contact,Customer Success,Walkthrough
417318,6/23/2017,6/28/2017,20522329,Contact,Customer Success,Walkthrough
417319,7/25/2017,7/25/2017,20658787,Contact,Customer Success,Walkthrough
417320,6/23/2017,6/28/2017,20523662,Contact,Customer Success,Walkthrough
417321,6/28/2017,6/30/2017,20545584,Contact,Customer Success,Walkthrough
417322,6/28/2017,6/28/2017,20542330,Contact,Customer Success,Walkthrough
417323,7/5/2017,7/10/2017,20569505,Contact,Customer Success,Walkthrough
417324,6/26/2017,6/29/2017,20530935,Contact,Customer Success,Walkthrough
417325,6/27/2017,6/28/2017,20538837,Contact,Customer Success,Walkthrough
417326,6/26/2017,6/27/2017,20526988,Contact,Customer Success,Walkthrough
417327,6/28/2017,6/28/2017,20542725,Contact,Customer Success,Walkthrough
417328,6/28/2017,6/29/2017,20540994,Contact,Customer Success,Walkthrough
417329,6/27/2017,6/29/2017,20532615,Contact,Customer Success,Walkthrough
417330,6/28/2017,7/12/2017,20545661,Contact,Customer Success,Walkthrough
